L_1	L_2	L_3	L_4	L_5	L2_1	L2_2	L2_3	L2_4	L2_5
chr1:114757663-114757927	-4.74525084790737	-3.72290428082599	-4.09794963217578	-4.05103045509041	-3.63622182049648	-5.42242048045018	-4.50436146953304	-4.87255935396221	-4.8231013966755	-4.20616869693794
chr1:115081448-115081712	-0.11364506393066	-0.309529702583541	0.053317195890151	0.118265200891054	-0.1700192908221	0.197294629734167	-0.127123241123846	0.318621176718186	0.163439559402879	0.133400103924648
chr1:115179223-115179487	0	0	0	0	0	-0.0423409106361299	-0.0708505925309605	-0.761516091593745	-0.56539097907352	-0.364298661638464
chr1:115204122-115204386	0.0253744816322104	-0.224347641743545	-0.170742533031087	-0.169783845028798	0.278278572354247	0.557297090791061	0.0424136089099797	0.278267511152449	0.337821792097646	0.428915380936929
chr1:115251501-115251765	-0.988709755064143	-1.02384269947165	-0.982354144282573	-1.7789520780064	-0.808040989236669	-0.579989731423456	-0.582327221934341	-0.544546460289759	-1.5540015950955	-0.376638474716974
chr1:115266447-115266711	-1.65149833556666	-1.67431369942327	-0.993895431599779	-1.42182541863638	-0.262284405848596	-1.88856886007022	-2.13110369757867	-1.42844892847666	-1.91180284968846	-0.493139100001273
chr1:115267289-115267553	-0.983714543254745	-0.626161602646032	-0.764985834952594	-1.27232582695034	-0.53336204764567	-0.733776554114106	-0.341490558584945	-0.512900996862344	-0.859280800788764	0.0592015210066741
chr1:115409357-115409621	0.305255219613788	0.268695592046024	0.129485793267004	0.550906445340971	1.23203591467601	0.465067203970138	0.167105901282399	0.223763483769169	0.532455930124747	1.2661221039685
chr1:115425779-115426043	0.700916648772553	-0.213101555116885	-0.248742378753551	-0.173804112480615	-0.647704319947911	0.642237113824197	-0.244907361389504	-0.386389300440009	-0.292428977209294	-0.77587055528961
chr1:115754271-115754535	0.930740824311008	-0.135599413731481	-0.294125258503355	-0.54899884324645	-0.665868927549844	1.16112768406445	0.318518949704961	-0.176962993792111	-0.607899748790071	-0.375348172281032
chr1:115767904-115768168	-0.239031313169029	-0.638753267604643	-0.577051109284424	-0.492033269369925	-0.422280505348067	-0.219885461316391	-0.951863769942168	-0.6925192329002	-0.790864365860379	-0.199083175281847
chr1:11595085-11595349	-3.10515683905351	-3.82085953795507	-2.60585360629175	-3.64062732630403	-3.29249882679106	-3.26112891497443	-4.22214587895331	-2.75208983677712	-3.89415851299192	-3.33873389594902
chr1:116412447-116412711	0.695167324315591	1.23070665513461	0.829382597795327	0.844063545182929	0.982488023328012	0.559241565314517	0.752571956919774	0.609676462154892	0.432057689585052	0.753497178881771
chr1:116457703-116457967	-1.21786838380324	-0.864806452401476	-0.684256413826554	-0.824453874365877	-1.54177929997424	-1.14856063962683	-0.776418835091251	-0.5580444788088	-0.794259134335329	-1.38571487314545
chr1:11649602-11649866	1.14766289570522	1.53994597873316	1.25668300740071	1.72158196528748	1.03639118976493	0.39582739559073	0.50321457223617	0.420871420144345	0.755708191188923	0.560019750764037
chr1:116579424-116579688	0.974989285523811	0.134529318042454	0.68164838348721	0.0729130287161963	0.187813326871265	0.285704417795338	-0.986532295314875	-0.176566320788506	-0.844734982526169	-0.616726209741066
chr1:116627043-116627307	-0.442049546023203	-0.114454287040996	-0.289675826980061	-0.146866039941867	-0.992965270756393	-0.349143974822676	-0.318321758226802	-0.217057954607814	-0.232116704471844	-0.975613050667239
chr1:116922402-116922666	-1.37637743163423	-1.65541010837154	-0.88462013477611	-0.359750805385896	-1.83722836685527	-1.44324495937564	-1.76977036876422	-1.00281327451409	-0.508894203300146	-1.87794375173103
chr1:116988591-116988855	-0.249372945550708	-0.201569432460514	-0.211692469125342	-0.159023362795347	0.256566132918744	-0.708151629914265	-0.771954122679871	-0.729453426509566	-0.745827966219034	-0.0583619528296475
chr1:117232927-117233191	0.274004777050823	0.620942633774338	0.482080937059764	0.486662232429029	0.471351547327053	0.376100959963666	0.408402593039304	0.443710843453917	0.372456052952383	0.40873419734723
chr1:117339650-117339914	-0.142050551608027	-0.773342837618283	-0.674478637721307	-1.70925235773359	-0.729600040165893	0	0	0	0	0
chr1:117544593-117544857	1.48876470645655	1.2940708100874	0.920688416705022	1.18841164321187	0.784007386899252	0.724838711059554	0.556998629319067	-0.000422649065441188	0.286045262553156	0.318230316223947
chr1:117594708-117594972	1.09530958637709	0.907286866934207	0.126704330575673	0.252319637445359	-0.594114461861023	1.09167211147242	0.54846711288285	-0.0797370317183688	-0.0251154760395061	-0.429962960992458
chr1:117646515-117646779	0	0	0	0	0	-1.00566745104986	0.0239889112909977	-1.2284941131206	-0.174656477406535	-0.509233180931691
chr1:117657299-117657563	-1.24907356000741	-1.47237409415612	-1.07753614734421	-1.46184985766685	-1.58864033485522	-1.34418727458006	-1.96022370738453	-1.37695165138586	-1.84240727850801	-1.76032443639441
chr1:117681993-117682257	-0.586706637738564	-0.157523943012783	-0.43581816598773	-0.230434156504938	-0.194277453557139	-0.552725355240057	-0.264545041340366	-0.415521109585602	-0.40689339287066	-0.0961784600267613
chr1:118290395-118290659	-0.914955714870351	-0.239702157470293	-1.39282521380142	-0.829855800903299	-0.896899701956308	-1.12723438204514	-0.48200697467981	-1.52498153844445	-1.25015011686784	-0.907722290219829
chr1:11843222-11843486	-0.264017400572829	0.0512172494439729	0.297167159220183	0.0663137739677975	-0.10975370671104	-0.677899724449202	-0.664335157719585	-0.278789593609196	-0.596614622376017	-0.653414571529473
chr1:11848704-11848968	-2.88321247447135	-0.50226005952577	-2.89999434903079	-2.4606072524306	-2.26298646126407	-2.45421158980831	-0.456964432707643	-2.55080953092271	-2.24334712691229	-2.01822631272783
chr1:118504786-118505050	-1.43540242195434	-0.489480543786724	-1.02432953460477	0.300197288485417	-0.76941404522353	0	0	0	0	0
chr1:11858023-11858287	0.482594297746222	0.32121653189954	0.474109003938013	1.09605313275789	0.653541349675087	0.367234103745137	-0.241719890156354	0.0381542137704222	0.414585637624842	0.619297750158457
chr1:11873726-11873990	-1.89117064080915	-2.21593780882442	-1.40673889424048	-1.63795648466442	-2.03750797070513	-1.74033242193299	-2.17023279875345	-1.36512310125104	-1.63040548157389	-1.98421130873928
chr1:118815777-118816041	0.261785322611615	-0.892325958899529	-1.04171007097559	-0.267641451387472	-0.695369482586679	0.686494617343879	-0.849074457712102	-0.605387109346798	0.0570001207897845	-0.172657289473609
chr1:118914792-118915056	-1.31860840269947	-1.55647077575261	-0.660477611208866	-0.314746387760307	-1.47923703717278	-1.23709490476965	-1.66718190242319	-0.762365970625122	-0.560695479900317	-1.43326513961988
chr1:118960339-118960603	0.0680335997141587	2.36412627765208	0.223524399383004	0.226605961579526	0.00551395367213825	-0.0499503245118098	1.89241536270644	0.0837341985129226	-0.168208783850729	0.246037334720739
chr1:119341049-119341313	0.549548655944651	1.19963886704884	0.954767148151425	0.975126766249178	0.528695203327348	0.517076704077199	0.949234897265974	0.795048527443241	0.84317884904309	0.482725464072779
chr1:119378944-119379208	-1.57728873767021	-2.54086835405605	-3.04312166378719	-2.31564945380668	-3.27894562969963	-1.3529390083138	-2.5988274719881	-3.1105158483904	-2.57689302013108	-3.21639839084871
chr1:11943855-11944119	-0.516838965155822	-1.70100123115338	-0.811784426472411	-1.74134987072011	-1.51050587299671	-0.918398650776984	-2.06134531771982	-1.07014209199076	-2.12772949932427	-1.8232438897233
chr1:119627123-119627387	-0.559231585196336	-0.596747032223447	-0.725731893206359	-0.0710881486216272	-0.318590363306516	-0.782041510906811	-1.19779671844758	-1.25034505008262	-0.720744020004932	-0.624668488404127
chr1:119790820-119791084	-0.888315325119029	-1.09120947355611	-0.681473888001964	-1.14590210195776	-1.40198327641975	-0.624890013816313	-1.00418226149576	-0.483641445931547	-1.1159840950886	-1.10149076310476
chr1:120423297-120423561	-1.09986058252198	-0.683069854254318	-0.925340802978168	-0.821721487465645	-1.29264277363296	-1.07235670656585	-0.826423581327339	-0.919022790661397	-0.971748405890169	-1.23799800536967
chr1:121056116-121056380	-1.60249584277742	-1.32295691009328	-2.20884240273017	-1.37999484944218	-0.712610224031453	-1.41553287919406	-1.31713677248169	-2.09289465683119	-1.38156082328326	-0.627933881461398
chr1:121808080-121808344	-1.90580142572606	-1.18658698879049	-0.823527457247433	-0.887298063837292	0.105365733098591	-2.27234531931085	-1.68519988097285	-1.13387784956828	-1.36268819126146	0.223287576160352
chr1:12337703-12337967	-1.22319978627572	-0.970438454396763	-1.40682490766766	-0.814104566469736	-1.4361970009143	-0.59009061230443	-0.445775386513751	-0.870006957666002	-0.279524559971897	-0.845875800900741
chr1:12669266-12669530	-1.09803313632284	-1.3387227968466	-0.61004197247494	-0.446675700910681	-0.818812117268709	-0.722001841469446	-1.40130329025226	-0.382187679784752	-0.357698268013072	-0.473101198981923
chr1:12677949-12678213	0.218230512841534	-0.362160800648751	-0.435771081006125	-0.0128411048607422	-0.931052895114009	0.357903483934262	-0.563874500875278	-0.451911676636967	0.0961122201688992	-0.9355200535368
chr1:12693129-12693393	0.92329801111654	0.28508434748135	0.812059938260379	0.644899384999604	0.139148455693907	1.13871120910339	0.0249249204186198	0.739106420507824	0.152249676154066	-0.090992133438452
chr1:1344399-1344663	0.315306741526846	0.410318522042538	-0.106316265279391	1.44791764557659	0.187250441588967	-0.947576814452395	-0.713496642378444	-1.02612666679039	0.427244295632832	-0.330878994097813
chr1:13456976-13457240	-1.16852666525486	-0.849658123733376	-1.27376181807405	-0.69454043955082	-0.329330270040373	-1.92855644623181	-1.8047861494201	-2.05728731423291	-1.50084560183779	-0.805079037109637
chr1:13506917-13507181	-0.859472459970403	-0.492304843957683	-0.289221129860016	-0.313917665861451	-0.494686912468871	-1.08419760508664	-0.707721812265321	-0.425434558148399	-0.680691507422835	-0.393587859100036
chr1:13535644-13535908	-0.0318904144603871	0.420034247336763	0.0213083167572184	0.0271450496043787	0.249695317939671	-0.0161863510157081	0.25783560121765	-0.0539627164165718	-0.166242216046135	0.155403800859475
chr1:13792715-13792979	-0.61649017788045	-0.401885930356216	0.15745204797465	-0.279213792301461	-0.619179139883185	-0.936182872069866	-0.806542553979291	-0.293566823297397	-0.812953931366477	-0.858714114170639
chr1:14338984-14339248	-2.13387927387044	-2.62540605264437	-1.96126746475069	-2.45867033080802	-2.30577424498635	-1.77808377696288	-2.24023593738648	-1.44680110043224	-1.86797317224644	-1.72678922683674
chr1:145707691-145707955	-0.858955773642891	-1.5501793261307	-0.334355525590387	-1.28970064045998	-0.660177316796956	-1.01095412181657	-1.98559832186069	-0.707439868986533	-1.83655680514346	-0.72790260083233
chr1:14587697-14587961	0.468878421615168	0.0793748215510062	0.396754270391648	0.179223169259552	0.279533614808935	0.485696387511923	-0.151302959304664	0.339367386297043	-0.0255678305185399	0.246051953983119
chr1:146021382-146021646	-0.286988589067846	-0.538311045480527	-0.495525505629943	0.199315107142347	-0.362632991680424	0.284608518197808	-0.202242742882369	0.14669288502627	0.810788066722664	0.172930626519675
chr1:146028866-146029130	-0.0431906047305927	-1.82554725970181	-1.7295124423064	-2.19164327246121	-2.12619856760358	0.0361064346759854	-1.90996123903198	-1.49601460278737	-2.22832244867516	-1.79657802742572
chr1:146946816-146947080	0.328612702693154	0.507745718569021	0.4721605422	0.642955232282567	0.605836095279806	0.356922202832518	0.386178988238862	0.44709979744013	0.539539148937177	0.723902753239847
chr1:146948021-146948285	-2.27784576387949	-0.868381174392877	-3.28542152107948	-2.45857248532201	-2.40495232220979	0	0	0	0	0
chr1:147479675-147479939	-1.16947972260739	-1.50210684766452	-1.01246677949778	-1.13376519665165	-1.70233593405878	-1.11473774671261	-1.60380032087664	-1.07068064620291	-1.20195299724041	-1.57981076730224
chr1:147617986-147618250	-0.275458385311141	0.544433062995231	0.2728490144739	0.727362461123075	0.133584377776069	0.0422023646283329	0.561629339386377	0.480114295020949	0.967052722562686	0.423818761752225
chr1:147748534-147748798	-1.60147983713577	-0.0869553906679004	-0.905753394411495	-0.416143431527221	0.107819117109502	-1.53139770644364	-0.230328321681795	-1.32881655501732	-0.829840352622571	-0.0164744004479219
chr1:147771442-147771706	-0.204486825573875	-0.847294669739525	-1.35480446741503	-0.714550499984128	-1.76006188250792	-0.657055769419742	-1.4019588266664	-2.01249025767296	-1.29334029390415	-1.75381233154559
chr1:147811070-147811334	0	0	0	0	0	0.0628157805847284	-0.478631784065915	-0.827378239473736	-0.370969498790077	-0.765409522957267
chr1:147821343-147821607	-1.45343662574667	-0.259324103034998	-3.3054434840828	-1.30205732293797	-2.24732473542067	0	0	0	0	0
chr1:148140009-148140273	-2.20262737974313	-1.4401619008161	-2.02698849578883	-1.55496530158591	-1.17625638641278	-1.65640815431135	-1.56202799707605	-1.80520258572786	-1.20614716456988	-1.13422455843831
chr1:148888123-148888387	-2.53358275446177	-2.88378192482152	-1.43568286184242	-2.68942935673986	-2.17895236094666	-2.12608505632196	-2.5735680682947	-1.20191736948215	-2.61656913239077	-1.79737729924377
chr1:148911893-148912157	-1.39919575931485	0.124025686872893	-0.137274616320789	-1.38405595080448	-1.21978363403482	-0.991172519587535	0.449643782957648	0.0714428430338954	-1.17176500960211	-0.846528766571189
chr1:148915115-148915379	-1.65644068030422	-1.32082418442584	-1.34205593754534	-1.57201298670172	-1.30230190088025	-1.7618918156936	-1.83383944394949	-1.44302069321944	-1.97315555412385	-1.69297776624777
chr1:148919227-148919491	-3.61507341343943	-2.9163784652883	-3.05238962895833	-2.45610994540272	-2.43097515142935	-3.20203314614038	-2.91041579183525	-2.85169534317392	-2.04181474765761	-2.03653521549866
chr1:148922693-148922957	0.165780919189107	0.375293893131857	0.14530977557495	-0.148359375877328	-0.0240166517876248	0.147718869701444	-0.143365098727343	-0.0340355774838215	-0.259699490550993	-0.341143609580329
chr1:148996752-148997016	-0.49816892022578	-0.201367303547237	-0.356823668186141	0.375304614701686	-0.560829306041702	0.405750027416583	0.507223541326351	0.518996346859984	1.24169803537806	0.297676805595924
chr1:149041682-149041946	0.944595795013179	1.18924947108788	1.14568714231367	1.14013517389563	0.850809324525201	1.05959107473606	1.1358064389123	1.20330802139001	1.0225390839469	0.939271929722333
chr1:149094807-149095071	-1.43103033562101	-0.310774423987175	-1.14047416844211	-0.469881710387506	-0.448573166812556	-1.25052600197886	-0.691033251742424	-1.47498396042469	-0.387273464512296	-0.199243314297745
chr1:149212240-149212504	-0.856515776440544	-0.178852052944462	-0.938335141116999	-0.413477194451146	-1.38465865683176	0.0665693682687732	0.583996871268995	-0.00700795168830537	0.453701082274489	-0.585776341510429
chr1:150021750-150022014	-1.54238783590587	-1.65168949021394	-2.16264704502629	-2.11309443201548	-2.3383277983308	-0.834519609908161	-1.10856956121687	-1.5016777637792	-1.37652363741994	-1.69888951686775
chr1:150187741-150188005	0.0465798196729532	0.489367166677316	0.228352853793607	-0.123399229715373	-0.141157138857397	0.27305994665007	0.342416790271762	0.340663097381427	0.00890968783509381	-0.135177225648536
chr1:150192509-150192773	0.350424537288563	0.549050677069691	0.474440108520537	0.89879456394469	0.654858011495766	0.160144679796212	0.316828296851861	0.181913459714433	0.579599639105584	0.499620761696628
chr1:150473943-150474207	-0.880931185813146	-0.43888544960204	-3.88878850506857	-1.17734735998804	-2.12079447835422	0	0	0	0	0
chr1:150535286-150535550	0	0	0	0	0	-2.79780943120322	-1.33513306310358	-2.04904331999882	0.0322043580735634	-0.754010288325568
chr1:150895975-150896239	0.00256806293264181	0.368431211890198	-0.413424773905442	-1.07775266491401	-1.38442151615078	0.292185220413799	0.373500775496759	-0.0738717231866649	-0.760500487911677	-0.985532430164021
chr1:151023147-151023411	-0.601310815814855	-0.743445620747293	-1.28018187607709	-0.2418626642206	-1.53586155461445	-0.084403310286075	-0.392158384892214	-0.950719381409425	-0.0793123527556536	-1.14428220614655
chr1:151169622-151169886	-0.193539046569385	-0.120862284594238	-0.0851433489033618	-0.393828642989166	-0.460792683065104	0.0840574376903006	-0.319885314334312	-0.0938652684885165	-0.579871948511993	-0.356746222394641
chr1:151175452-151175716	0.756276292275138	-0.260420215960411	-0.639715974924191	-0.419312216993215	-1.12238543256487	1.13993327639187	-0.42324355108569	-0.747749054567704	-0.537189983682008	-1.44554245339085
chr1:152036622-152036886	1.05056321757104	1.22098946320772	1.56309371623232	1.31589509597759	1.60142993306469	0.76591663415931	0.442605796771322	0.991252697401437	0.762674324752044	1.1473365946391
chr1:152047687-152047951	0.460055840304471	0.617557387800451	0.806583704034794	0.562076687827417	0.00099670413939999	0.236063590742361	0.254215491107271	0.40045740008545	0.159998947037265	-0.222832880408932
chr1:15283148-15283412	0.288547776528633	0.458607055949367	0.864182741933094	-0.063883605223188	0.0376310049602794	-0.187318399061992	-0.122459474605206	0.233706372888201	-0.760596149107942	-0.185045694683905
chr1:15337551-15337815	-0.305722852718738	-0.263118105769984	0.0287830297502944	-0.0218229120589639	-0.0471698909318985	-0.261433712581614	0.0843011056406625	0.122028808008746	0.0927191665375823	-0.0653069282689752
chr1:153612703-153612967	0.0431044615799414	0.76162705958674	0.703875972826012	0.62117738984371	0.872414463745388	0.199148425592387	0.402087325798974	0.322665978864606	0.210584756769842	0.196105710277235
chr1:153671400-153671664	-1.717279664751	-2.32191572102221	-1.54957702057847	-1.34907530850835	-1.87674824899437	-1.7989382968583	-2.5247025747636	-1.65904750365466	-1.62614185663752	-1.82944205707921
chr1:153764065-153764329	-0.624631861096789	-0.442249738377986	0.746604270798599	-0.753798272716384	-1.85758201601011	-1.03692220940135	-0.593212572209221	0.151525627983234	-1.52995500682244	-2.29352051901668
chr1:153896830-153897094	-1.32860838312919	-2.06482265847586	-1.10420878667012	-2.11052333509325	-1.83157022438354	-0.333340582670459	-0.926436232434413	-0.240248241039511	-1.27036852923768	-0.867871166232141
