L_RNA1_ratio_scaled	L_RNA2_ratio_scaled	L_RNA3_ratio_scaled	L_RNA4_ratio_scaled	L_RNA5_ratio_scaled
chr10:11148508-11148772	0.164487100737818	0.391654639209932	0.276187450880873	0.388503653382053	0.433011347894909
chr10:11194803-11195067	-1.61338475511472	-0.909322256903124	-1.69076197006578	-1.47250372187802	-1.44516756105091
chr10:112132338-112132602	-2.05997542248796	-0.959813815037364	0.145688584500168	-1.12858384817772	-0.399747180352826
chr10:112177480-112177744	-0.642948741599766	-0.743182592907029	-0.444848005045527	-0.143701076235506	-0.529890237781459
chr10:112215626-112215890	1.19172394753697	0.531270363865029	0.580972618151473	0.805971852796095	-0.433394452067716
chr10:112222858-112223122	0.605266733178978	0.698297870065583	0.94261899509756	1.12760365469243	0.792354001891048
chr10:112243497-112243761	0.0297990256105796	0.152766157375276	0.997354990880911	-0.384026773066484	0.357552283443102
chr10:112244184-112244448	-1.81144763311171	-1.49469325941089	-1.36845608836625	-1.09042688609222	-1.54349077020791
chr10:11224651-11224915	-1.8193532307894	-1.23766926587119	-1.53077235375308	-2.12001647360525	-2.71310027546396
chr10:112261053-112261317	0.514515273569464	0.938811816492786	0.857626570182492	0.868838193737392	0.698584840971217
chr10:112275654-112275918	-1.54620117843651	-2.03716352332576	-2.31192246149398	-0.713860827396157	-1.66910016833159
chr10:112280391-112280655	-0.95454285970148	-0.044029431981873	-0.417159516420936	0.00239439939809692	-0.359551014852961
chr10:112304285-112304549	-1.98443709787271	-2.18140163657346	-2.82789414948566	-2.13134490913283	-1.85194839046204
chr10:112311179-112311443	-2.09136148220875	-1.36542953012389	-0.255721711555624	-0.218804440221857	-1.08446692777944
chr10:11262156-11262420	-0.90877780430484	-1.50816401109313	-0.762346600680709	-1.27486896521098	-1.35562490063336
chr10:112821236-112821500	0.224336020526137	0.37545569266222	-0.0585660854203157	0.948294573569836	0.0122035534687963
chr10:112840215-112840479	0.0408164284883937	-0.190519925449851	0.220806817166049	-0.0776893091932069	-0.783063351412217
chr10:113176752-113177016	-0.372050214398723	-0.863576993172651	0.522825244199005	-0.36585629909993	-0.0317887994948443
chr10:113178958-113179222	-1.60244109466054	-1.20253213849936	-2.16526666263871	-1.67210100090658	-2.94438966837604
chr10:113539358-113539622	0.720300694653147	1.20809911448467	1.19682124695588	1.20890416313652	1.01723508151771
chr10:113541962-113542226	0.557544400294945	0.594699713838577	0.749025384626322	0.793795450917544	0.0994875525382083
chr10:113547071-113547335	-0.376047213753919	-0.258437642822614	-0.192754129518958	-0.282775685701698	-0.642667759692456
chr10:113547717-113547981	0.0866188676600978	0.226793412703135	0.157783663190751	0.141627386746951	0.854773301798561
chr10:113556995-113557259	-0.379670441625734	1.01437076479749	-1.0377731421172	-0.573525677525525	-1.00112143774438
chr10:113557743-113558007	-0.554910283403218	-0.221632585395249	0.260222521576069	0.0914505696129784	-0.835216354323328
chr10:113559980-113560244	-0.10721083950088	-0.138143440235316	0.209013073515171	-0.241388796448006	0.891133041362016
chr10:113583896-113584160	-0.769988602005855	-0.588391555255306	-0.260571746913028	-0.738970567427572	-0.800477001329221
chr10:113603620-113603884	0.445540455647178	1.5699217675784	0.545872204260488	0.534519361824069	0.488040192010673
chr10:113626448-113626712	-1.14283625389472	-0.388423132047683	-1.40352090090204	-0.475551828059897	-1.27951505518157
chr10:113647980-113648244	-2.19517596948097	-0.949641335164934	0.432934715236565	-2.02705058057403	-1.45537619388662
chr10:113663676-113663940	-0.675621328274898	-1.54045005957787	-1.01519173543947	-0.967567736680305	0.767534251629515
chr10:113663702-113663966	-4.07702718129888	-3.4273486336519	-2.62146471455439	-2.7998132912029	-1.87169342475311
chr10:113893742-113894006	1.05998364456347	0.129036678978304	-0.0567396677899737	0.913792844658168	0.262858141843715
chr10:113938105-113938369	0.519116531174272	0.827017080624563	0.585927705658977	0.868008050515958	0.76784773520272
chr10:113941565-113941829	-0.244376245578435	-0.230106870931873	0.147074233891466	0.258657756127604	1.08837281962249
chr10:113971594-113971858	-1.55088118882208	-1.5687595725786	-1.78036705707885	-1.50582012564286	-1.71768859840123
chr10:113979228-113979492	-5.1814988057111	-3.3072347335751	-3.71176071459369	-4.70121903847917	-4.5839710167099
chr10:114022642-114022906	-0.944679017126709	-0.526902414062867	-1.08836479878332	-0.487359466442593	-0.938595223462609
chr10:114064995-114065259	-0.0140212339999808	-0.277747300743792	-0.159285539704578	-0.334657307977071	-0.694583976808878
chr10:114071564-114071828	0.00590389943586353	-0.288152946481122	-0.0784259241717797	-0.632117648299998	-0.564318548749681
chr10:114078006-114078270	0.112665925810746	0.127041411302834	0.578553671477354	0.323982240775884	0.196229103052123
chr10:114561234-114561498	-3.77415878936792	-3.17805426278212	-4.44973461125833	-3.42975409263966	-3.11121898263823
chr10:114663812-114664076	0.282128000548375	0.476132923809424	0.866802153539332	0.555434727559552	0.453046386541362
chr10:114696947-114697211	-0.131972678177701	0.00679483956098531	-0.535777456761892	-0.562566196125938	-0.755259465549524
chr10:114714744-114715008	-0.287885757693119	0.714139765244463	-0.0814823610200459	-0.798654417681932	-0.120840952645109
chr10:114748792-114749056	-1.1284536279519	-1.49975512654264	-0.142755720043978	-1.38538506156854	0.136892417289512
chr10:114758210-114758474	-2.03122144854328	-1.29252023268011	-1.15051194967417	-1.18882695731264	-1.21134117434026
chr10:116207637-116207901	0.127659877503889	0.793321021232862	0.233126351083036	2.93109137169738	0.246680601657
chr10:116821282-116821546	-0.421069344095761	-0.345340456747232	0.101833406193524	-0.150100695757089	-0.459368495972863
chr10:11699168-11699432	-0.25238337739328	-0.513518172552934	-0.702909866147014	-0.559549532825662	-0.611713888899671
chr10:117405160-117405424	-0.301498960888607	-1.05923731175584	-0.757523557342993	-0.867970483352915	-0.134550905998087
chr10:118339427-118339691	0.0658723524290303	0.305377328040004	-0.121316997236116	1.23974160858623	0.238633575865612
chr10:118966474-118966738	0.193627584172151	-0.0685119672222356	-0.164132177916762	-0.12319553777693	0.170852390602337
chr10:119243922-119244186	-0.935569310518952	-1.07026625728184	-0.808212103659256	-1.15572472504055	-1.5030973041315
chr10:119510276-119510540	-0.169743847396874	0.0274998453294026	0.285421260238016	0.30093883612772	0.379218422421209
chr10:121102081-121102345	-2.96257258327019	-3.14105444924777	-3.32789580675883	-2.74063424485283	-3.96491263695475
chr10:12156468-12156732	-0.80376206301814	-0.4011986110626	-0.188227419848839	-0.631549533586481	-0.850039637894058
chr10:121924233-121924497	-0.72927815223382	-0.675012181133459	-0.692130724457627	-0.364818640886639	-0.484489056309973
chr10:122098762-122099026	0.220343847096094	-0.350837495659331	-0.0692960434247971	-0.185455779052912	2.22678461427856
chr10:122152074-122152338	1.74189272118669	1.21788677238083	1.3517104922156	1.9334037640204	1.10422168313193
chr10:122199447-122199711	1.15330520585098	0.220088670806897	0.959162150610382	1.09380906120839	0.4866041981215
chr10:122234096-122234360	0.089764165584496	0.495112993976706	-0.342302038064015	0.769489010712905	-0.20123441408454
chr10:122250405-122250669	-0.0644818660309038	1.11642124766346	-0.2535159511946	-0.93975780259906	-0.241469823422294
chr10:12242319-12242583	0.306883847930971	0.190158640543318	0.260342909224985	0.249456540780629	0.219926001034383
chr10:123020699-123020963	-0.998240214792976	-0.588591658436387	-1.93656941053635	-1.25586449354897	-0.370680961167819
chr10:123039180-123039444	-0.158303133533571	0.0783617170193552	-0.12048256143599	0.33254580307256	0.010092223860974
chr10:123043129-123043393	0.981957235045888	-0.99835340781101	-0.364306575053855	0.056342301759361	0.223824559933633
chr10:123203518-123203782	-0.946562645608538	-0.578888244263016	-0.588198098172984	-1.06430848067306	-0.876503890470085
chr10:124641731-124641995	0.374859104406957	1.52546959225597	1.82686184355844	0.921874604535972	0.76419510214968
chr10:12490148-12490412	1.14279926176778	0.863475248834117	0.775823080585565	1.47064552287315	0.662979468900945
chr10:124909307-124909571	-0.864784275962381	-0.578650647239192	-0.745657406630999	-0.142554218834053	-0.689727506966473
chr10:125333474-125333738	-2.35520838290838	-1.73948795739843	-1.85441483252109	-1.98640036651207	-1.77715166735835
chr10:12539449-12539713	-0.85741977132847	-1.40561657472687	-1.06241359398899	-1.41947815464782	-1.51685233356194
chr10:125850827-125851091	0.360799957559615	-0.198729213363864	0.0250924283605354	0.0608591813998933	2.34004799274572
chr10:12602587-12602851	-1.61249393131505	-0.801697678917692	-0.889343846897643	-1.65104317954188	-1.09777429186045
chr10:126908843-126909107	-0.804950931857696	-1.70897691122151	-1.76920836758913	-1.24064028190663	-2.2689675364428
chr10:12750273-12750537	1.21754115285119	0.936608172424811	0.934502435256162	0.471542618763536	0.401013577959725
chr10:127578947-127579211	-0.0417608248285054	0.262378622953599	0.291391119220625	0.83312163412821	0.30982687151068
chr10:127588329-127588593	-0.743350492659833	-0.065481308109898	0.628424409113474	-0.822539914185777	-0.726157783981195
chr10:12778131-12778395	-0.555340185032832	-0.0248330613746361	0.24654719200729	0.359507402630263	-0.442621931787974
chr10:127968370-127968634	0.0773828927249687	-0.568457572167341	0.0693679353703752	-0.00167084214011449	0.00618192595758827
chr10:129500693-129500957	-0.525335302959843	-0.344679699484903	0.22065957942829	0.241575756630076	0.19445241421782
chr10:129754899-129755163	-0.820804581216776	0.00302137531989416	-0.704054211688338	-1.65001963598225	-0.565750087210158
chr10:129949512-129949776	-0.545125769677436	-0.220843333220242	-0.858408686381426	-0.549298150210217	0.153683719911472
chr10:131477689-131477953	0.147326255337611	0.332470953788867	0.0149683183851766	0.367662949100319	0.162680004971863
chr10:131814602-131814866	-0.386775396811673	0.0108450318411498	1.12381431227585	-0.215798931764269	0.443768656505712
chr10:131819447-131819711	0.373407204830812	0.287650404460314	0.444360940071633	0.72646638087323	0.517525882107804
chr10:131825567-131825831	0.610939573229646	-0.262418798948198	-0.507355167408164	-0.292438075468016	-0.212016120514542
chr10:132192734-132192998	-0.234778426082892	0.0160653080506366	-0.0651652423547031	-0.203273687951866	-0.405740052821441
chr10:13219866-13220130	0.42935798488781	-0.733960752407949	0.348918406369283	0.73581441095648	1.51201425163327
chr10:132208740-132209004	0.791514843137723	0.854011125823078	0.790934397344332	1.43837869429442	1.10829062951206
chr10:132505589-132505853	-0.666507585991323	-1.03871673533779	-1.40446301025499	-1.483494882205	-1.1718809483103
chr10:13302124-13302388	-0.320353346235056	-0.0586058051035019	0.512269122371722	0.23902416638005	0.484753104424169
chr10:133118003-133118267	0.586127130741985	0.196267165209411	0.937175468614976	0.272813214947156	0.585435705278776
chr10:133526757-133527021	-0.307783776168263	-0.310674640529992	0.154751144431147	-0.32237267787099	-0.896527860955038
chr10:13678207-13678471	-0.486856106890629	-0.735007532247866	-0.525535477088226	0.158681045895679	-0.261472578116341
chr10:13678825-13679089	0.0110870302449591	0.587290552767489	0.115552987741651	-0.0614188100350885	0.0507530948525391
chr10:13686704-13686968	-1.48859927607819	0.171160897864635	-1.28049441336919	-1.62209574618593	-0.785052598028754
chr10:14388013-14388277	-1.07345681625334	-1.20373870402651	-0.350616905278317	0.0743195133395643	-0.492904638134392
chr10:17228759-17229023	-1.80142016344061	-2.24575163898669	-1.64362071979565	-1.15573792093978	-1.43453731057236
chr10:17262068-17262332	0.0557220259201874	-0.623459979545281	-0.600222233126398	-0.117043535721135	-0.773763333632635
chr10:18312510-18312774	0.283164092326407	0.310864864468576	0.386700424284072	0.282536777277501	0.194605415822802
chr10:18340868-18341132	-0.276915376780236	2.09840423924031	0.347401994810785	0.377403027591828	0.439672063382938
chr10:18354330-18354594	-0.253944535659447	0.763073600175583	-0.612666742525953	0.0928022909259407	-0.188134621933331
chr10:18413706-18413970	-0.196557627898962	-0.784049821955052	-0.372707466263259	-0.272103209882563	0.169917308865373
chr10:18453289-18453553	0.307848144824213	0.397100054806027	0.385502547129326	0.534697760238544	0.315083629636111
chr10:18466176-18466440	0.204314589812774	-0.260602644603208	0.0848219925028211	-0.491212085469727	-0.524611032774947
chr10:18491022-18491286	-1.37830339757135	-1.29029675228375	-2.00208221926669	-1.82847950861237	-1.71201057436799
chr10:18637120-18637384	-0.469862647607107	-0.464277849182631	-1.02533738033665	-0.733716747694908	-0.628194613273911
chr10:20099973-20100237	-0.970648926926336	-1.11949211873081	-1.46441796921004	-1.01782787620561	-1.28187816500883
chr10:20597361-20597625	-0.00910297535060068	-0.337217165364771	0.195543389215639	0.362175362820442	-0.7531924752441
chr10:20856211-20856475	-0.463722528400369	-0.312416555873016	-0.226078765682246	-0.256929875734666	-0.553779349773043
chr10:20885430-20885694	-3.40987701758192	-3.42884381038689	-3.29292355742033	-3.2067967309492	-3.73904629449238
chr10:20896820-20897084	-0.886548519588969	-0.710989572210612	-0.742098927791906	-0.0138231216413286	-0.914491478730248
chr10:21077249-21077513	0.0896292562988717	-0.0765807226404708	-0.944449356536611	-0.164767667978866	-1.36669351453313
chr10:23047610-23047874	-0.852982673578152	-1.44394181091155	-0.65045969721203	-1.23359778941928	-0.911328727039681
chr10:23344450-23344714	0.360763456915106	-0.0456687891388065	0.695334288864155	1.59313174108099	0.600840936098647
chr10:23399563-23399827	-1.42716553212307	-1.64749085763348	-0.797041849266982	-1.43237198205606	-1.44494797179074
chr10:23405026-23405290	-1.45738978679589	-0.35635530016744	-3.76366692967696	-1.4974318501879	-1.74743724736438
chr10:23505547-23505811	-1.20848917786073	-0.905320449713495	-0.634192850632893	-0.553493897807438	-1.56792023300146
chr10:24039750-24040014	0.586266816453398	0.225537696871228	0.563121920306763	0.515901826883606	0.159417458925938
chr10:24115830-24116094	0.519537949488651	0.800372307404542	0.773439658925874	0.808322392349002	0.698953340404213
chr10:24528632-24528896	-2.68595262659966	-1.1001259291211	-2.91598691179275	-3.10958850164758	-3.31909843584406
chr10:25079298-25079562	0.19389672285198	0.796830346953326	-0.00654519123073765	0.47735473012135	0.185751791289822
chr10:25441113-25441377	0.00563771873855652	0.166754571449391	0.134382380685705	0.0120772804848792	0.0521186347175359
chr10:26485463-26485727	-0.776111242868126	-0.406633226241153	-1.04786798041926	-0.501974393684861	-0.554578733088017
chr10:27219596-27219860	-0.345283361436783	-0.174635333383371	-0.263202818459159	-0.119675046694113	-0.333671108085141
chr10:27354353-27354617	-1.12477092372526	-1.10098454779019	0.511719251594391	-0.831424523422803	0.00578155551080456
chr10:27820066-27820330	1.53901240221757	0.883554689513835	1.33606609602457	0.658257358137905	1.08055149191484
chr10:28839869-28840133	-0.0236361208781451	-0.377007769348854	-0.50124142438712	-0.111448379500325	-0.394601163618914
chr10:28897941-28898205	-0.399495174537294	0.144620860702651	-0.202828891011226	0.499999651319478	-0.390497813368174
chr10:28984155-28984419	-0.224533925842689	0.176633562166171	-0.289635645527736	-0.0294847809403622	-0.377684565067503
chr10:29323181-29323445	0.186147619764543	-0.0129644201819909	-0.0172491631698354	-0.142050856792223	-0.318929558946554
chr10:29326816-29327080	-0.0990084398672912	0.705471903205903	-0.0543698886538917	0.202807852257568	-0.103307534550076
chr10:29465036-29465300	-0.707926153878199	1.17338756039175	0.98266056534964	0.185334988275734	1.0448033848027
chr10:29476986-29477250	-0.562096407391629	0.704731360800957	-0.524159702611253	-0.593789657155016	-0.457369777400431
chr10:29543047-29543311	-2.31122030442692	-2.68575483803246	-1.87493522584063	-2.8181855983179	-3.30215812942539
chr10:29820900-29821164	0.0887674914752951	-0.0701403848839116	0.00721502884660832	0.690084752795207	0.172536761675445
chr10:29969728-29969992	-1.47329943098961	-1.07661630082308	-1.53720427570863	-1.24288549307897	-1.49804862650494
chr10:30068800-30069064	0.59627235829295	0.659363232044053	0.851718299625448	0.601678845122488	0.6374704610596
chr10:30155881-30156145	-0.642117578196261	-0.389545640332955	-0.153218583617549	-0.374990658199329	-0.0916850625408498
chr10:30215420-30215684	-0.0683789677876441	-0.0693812655598693	-0.151107106362816	0.138584563578444	-0.557424070816445
chr10:30611914-30612178	-1.10940129084113	0.418730185130735	-0.669600124188272	0.0172397386181691	0.373417030523826
chr10:30644333-30644597	0.449502956020571	0.453093264940512	0.596213197199977	0.548250712224501	0.284248048178378
chr10:30746283-30746547	-0.821027847344681	-1.05520503098028	-0.629724730647076	-0.627194872242028	-0.969478850019384
chr10:30973572-30973836	-0.694816898907201	-0.863923036574765	-0.929590920318907	-0.456734500696135	-0.0431961910841089
chr10:30988924-30989188	-2.84143110393407	-2.9439070190931	-2.38208262074807	-2.80984495519916	-3.36742231642453
chr10:31153337-31153601	-2.43330632316814	-2.37116331958737	-0.24038629128428	-1.22580108961869	-2.04300882887395
chr10:3131488-3131752	-3.19536034483655	-2.87203858670546	-3.37854748287655	-2.72124960682931	-4.09744584096546
chr10:31404979-31405243	0.134990717863066	-0.0621855039550387	-0.29444090365556	-0.288758086482584	0.203861322014991
chr10:31822907-31823171	-0.54681782093592	0.329956046483203	0.04417304063691	0.414956651195989	-0.169565336467601
chr10:32412319-32412583	0.154513905164714	2.72124140535887	1.15867377939445	0.150966751118458	0.130539717042059
chr10:32788160-32788424	1.21265002540078	1.65443972493854	1.8163766609475	0.95054983252851	1.05705384350513
chr10:33151733-33151997	-1.37307252882667	-1.05861181122751	-0.848449134434845	-1.81041914566262	-2.47394408885964
chr10:33288364-33288628	-1.95466210876996	-1.3644287003839	-1.53982126243739	-1.79680601220563	-1.1222285568588
chr10:33800907-33801171	-0.14292195429412	-0.400267665520464	-0.171629622551877	-0.150967115792597	-0.151722697613571
chr10:34439822-34440086	-1.44674718263264	-0.751804248750319	-0.674605909879369	-2.44137238545642	-1.48867181463655
chr10:3515316-3515580	0.508547273598419	0.540741946298156	0.60526060624833	0.701485551631179	1.09573696935883
chr10:35220217-35220481	0.742648009652319	-0.553837309010538	0.219998262998325	0.0371437329210823	0.418796587124306
chr10:3574757-3575021	-0.220790983966306	-0.0435629608790596	0.155020812623637	0.0654033820280094	-0.307214587264875
chr10:36187984-36188248	-0.26940502778815	1.44319792114739	0.180412867683938	1.80225795728577	-0.5727053184553
chr10:36447093-36447357	-0.233783319183119	-0.091145017048705	-0.108208100570188	-0.192130338307774	-0.393214221561641
chr10:3681858-3682122	0.385105398487918	0.346380619785463	0.583853355029585	0.754468132740598	0.679736732604454
chr10:3727586-3727850	0.0991094939870979	0.525701630185592	-0.606744709165438	0.334129585421937	-0.252158342134508
chr10:3825614-3825878	0.710689233298965	0.900874829625954	0.663319746755219	1.57484723842294	0.433262193180165
chr10:3912245-3912509	-1.82537672102851	-1.84655961588686	-1.81848295594133	-1.41817296167539	-1.93739161986498
chr10:3919750-3920014	1.46343580843927	-0.169741954171155	0.821754128332593	-0.0162009828959548	-0.251298158325958
chr10:4086430-4086694	-1.64738986372986	-2.36421165889458	-2.47060498965557	-2.07765974404825	-2.59380270914103
chr10:4196870-4197134	0.366482198532281	0.66385945699558	0.756071086175903	0.521018898097325	0.40828567917703
chr10:43697461-43697725	-0.569540063141777	0.690006897576452	0.08349251859986	0.868249049831845	1.34867646973253
chr10:43708389-43708653	0.202935797145689	0.139504546907871	0.27692684090133	0.978488572511854	-0.0425791349925271
chr10:43816434-43816698	0.114128908209782	0.0246884507002514	0.311675209068636	0.878695203836404	0.412968804035326
chr10:43864265-43864529	0.0753636833790213	0.25131149816872	0.175732684842244	0.328980918239342	0.522218001919986
chr10:43878930-43879194	-0.432492432409657	-0.910235158892988	-1.43597362068113	-0.0586922951330636	-0.584029369610477
chr10:44161239-44161503	0.407757310198957	-1.42505167679184	-0.922692815054707	-1.00913256819742	-0.958063019413138
chr10:44293575-44293839	1.32856573791167	1.24626290288892	1.61114680390285	1.39811769490197	2.21113369293615
chr10:44977652-44977916	-0.0707170070464632	1.04654355327103	1.12439827644262	1.07751372975447	0.752618740934889
chr10:44996163-44996427	0.165582870557324	-0.551818640722514	0.054783086803853	0.176224309595185	-0.0872460968176053
chr10:45453483-45453747	-0.817214292028934	-1.49484540118226	-1.41401541785414	-0.355372726643719	-1.34668611219897
chr10:45627727-45627991	0.109625932274033	0.356772541124104	0.206389575311228	0.541883993199103	-0.208694629570355
chr10:45757647-45757911	-2.32490893777416	-1.94810159316391	-2.40157286125083	-2.29996692057506	-2.5151476411187
chr10:45979012-45979276	-0.244899161201898	-0.160917817376395	-0.97217483789409	-0.551246409882415	-0.393206553298975
chr10:46442592-46442856	0.271846449827729	0.410780232813884	0.760777016017586	0.416911730753291	0.0838227145651435
chr10:46721011-46721275	-2.36728749329594	-2.20721000215558	-2.41186441948916	-2.98927475920731	-3.26032093703703
chr10:4685840-4686104	0.321159086914963	0.460819173256273	-0.0353876793631927	0.384496418522872	0.0442321009944237
chr10:4703561-4703825	-0.896085105473297	-0.263984017417626	-0.596547653190326	-0.467804352357529	-1.02195206685261
chr10:47683394-47683658	-0.10277242938625	-0.129162254647344	-0.357521960734114	-0.796062000043556	-0.410541526917633
chr10:47941602-47941866	-2.43048976921813	-3.05665740220359	-2.9898365902917	-0.579508477048492	-2.31806277955564
chr10:48247980-48248244	-0.0464025260668865	-0.246250816772521	-0.301561573307863	-0.547097182877983	-0.820532550351402
chr10:48257917-48258181	-0.468137722565684	-0.0700130233310909	-0.254395053974277	-0.32876641418431	-0.718370295493496
chr10:48274306-48274570	-0.429936352987121	0.151814689177477	-0.0909189327577895	0.00300047056303642	-0.266152741513262
chr10:48711269-48711533	-1.26690251742614	-0.181322053922176	-0.149590389959839	-0.868454747450903	-1.3064680721052
chr10:48900588-48900852	0.602295220907197	0.632182128042415	0.785874513033028	0.599516728894572	0.635779220709232
chr10:49008615-49008879	1.03658628317007	2.2963006752038	-0.371939029029494	0.795420399761259	-0.0899001365447869
chr10:49053453-49053717	-0.255866972230395	0.23260731096323	0.368850631916546	0.321508776278506	-0.250276532720018
chr10:49242447-49242711	-0.166073693348142	-0.49710115876858	0.113987759052719	-0.262688190694944	-1.01132326890457
chr10:49272720-49272984	-0.00474271994864598	-0.837999384894695	-0.610455105520405	-0.390287922885684	-0.742496918246336
chr10:49278224-49278488	-0.0365141923456816	-0.459063122962236	-0.718540753025845	-0.215210935090235	0.217299104430353
chr10:49278234-49278498	0.338817432800749	0.4087703269962	0.304952785355128	0.176108556936499	1.2839745316561
chr10:49283231-49283495	0.654395687327407	0.493792471223472	0.569964832455571	0.665246810788511	0.761106881333943
